,Level of study?,Age?,Used smartphone/computer/laptop previously before online class?,Result increased after online education  (comparatively)?,Knowledge increased after online education (comparatively)?,Happy with online education?,Education Institute Area?,Have Internet availability?,Broadband / Mobile Internet?,Total hours of study before online education?,Total hours of study after online education?,Class performance increased in online education?,Institute Type,Current location (During Study) ?,Gender,Faced any issue with online class?,Preferred device for an online course
8367,Upto HSC,26.0,Yes,Yes,Yes,No,Urban,Yes,Broadband,4,2,Yes,Public,Urban,Female,No,Computer
8368,Upto HSC,26.0,No,No,No,Yes,Urban,Yes,Mobile Internet,6,3,No,Private,Urban,Female,No,Computer
8369,Hons or Grater,24.0,Yes,Yes,No,No,Urban,No,Mobile Internet,5,2,No,Public,Rural,Male,No,Computer
8372,Hons or Grater,24.0,Yes,No,Yes,Yes,Urban,Yes,Broadband,4,3,No,Public,Urban,Female,Yes,Mobile
8373,Hons or Grater,26.0,Yes,No,Yes,No,Urban,Yes,Broadband,5,3,Yes,Private,Urban,Male,No,Computer
8374,Hons or Grater,25.0,Yes,No,Yes,Yes,Urban,Yes,Broadband,4,4,No,Private,Rural,Female,Yes,Computer
8375,Hons or Grater,21.0,No,No,No,No,Urban,Yes,Mobile Internet,6,4,No,Private,Urban,Male,No,Computer
8377,Hons or Grater,26.0,Yes,No,No,No,Urban,Yes,Broadband,5,4,No,Private,Rural,Male,No,Computer
8378,Upto HSC,23.0,Yes,Yes,No,Yes,Urban,Yes,Broadband,4,3,Yes,Private,Rural,Male,No,Mobile
8379,Upto HSC,22.0,Yes,No,No,No,Rural,Yes,Broadband,4,3,No,Private,Urban,Female,No,Computer
8380,Upto HSC,25.0,Yes,Yes,No,No,Urban,No,Broadband,6,2,Yes,Public,Rural,Male,No,Mobile
8384,Hons or Grater,25.0,No,Yes,Yes,No,Rural,Yes,Broadband,4,2,Yes,Private,Rural,Female,No,Mobile
8386,Hons or Grater,24.0,Yes,Yes,Yes,Yes,Urban,Yes,Mobile Internet,6,3,Yes,Private,Rural,Male,Yes,Computer
8388,Upto HSC,19.0,Yes,Yes,Yes,No,Urban,Yes,Broadband,4,3,No,Private,Rural,Male,Yes,Computer
8389,Upto HSC,22.0,Yes,Yes,No,Yes,Urban,Yes,Mobile Internet,3,3,Yes,Private,Rural,Male,No,Computer
8390,Upto HSC,21.0,Yes,Yes,Yes,Yes,Urban,No,Broadband,6,4,Yes,Private,Rural,Female,Yes,Computer
8393,Hons or Grater,23.0,Yes,Yes,Yes,Yes,Urban,Yes,Broadband,4,3,No,Public,Rural,Female,No,Computer
8395,Hons or Grater,24.0,Yes,No,No,No,Urban,Yes,Mobile Internet,3,4,Yes,Public,Urban,Female,Yes,Computer
8396,Upto HSC,25.0,No,Yes,No,No,Rural,Yes,Mobile Internet,3,3,Yes,Private,Urban,Female,Yes,Mobile
8397,Upto HSC,24.0,Yes,No,Yes,No,Urban,Yes,Broadband,4,4,No,Public,Rural,Female,No,Mobile
8398,Upto HSC,24.0,Yes,No,No,Yes,Rural,Yes,Mobile Internet,5,3,No,Public,Urban,Male,Yes,Computer
8399,Upto HSC,24.0,Yes,Yes,No,No,Urban,No,Mobile Internet,5,4,No,Public,Urban,Male,No,Computer
8400,Upto HSC,25.0,No,No,No,No,Urban,Yes,Broadband,4,2,Yes,Private,Urban,Female,No,Mobile
8402,Upto HSC,24.0,Yes,No,No,No,Urban,Yes,Mobile Internet,6,2,Yes,Private,Urban,Female,No,Computer
8404,Upto HSC,25.0,Yes,Yes,No,No,Urban,Yes,Broadband,4,4,No,Public,Urban,Male,Yes,Computer
8405,Hons or Grater,24.0,Yes,No,No,No,Urban,Yes,Broadband,4,3,No,Public,Urban,Male,Yes,Mobile
8406,Upto HSC,18.0,Yes,No,No,No,Urban,Yes,Broadband,3,2,Yes,Public,Urban,Male,Yes,Computer
8409,Hons or Grater,21.0,Yes,Yes,Yes,No,Urban,Yes,Broadband,4,3,Yes,Public,Rural,Female,No,Mobile
8415,Hons or Grater,25.0,Yes,No,No,Yes,Urban,Yes,Mobile Internet,3,3,No,Public,Urban,Female,Yes,Computer
8416,Hons or Grater,21.0,Yes,Yes,No,Yes,Rural,Yes,Broadband,4,2,No,Private,Urban,Female,No,Computer
8417,Hons or Grater,22.0,Yes,Yes,Yes,No,Urban,Yes,Broadband,5,3,Yes,Public,Rural,Female,Yes,Mobile
8418,Upto HSC,22.0,Yes,No,Yes,No,Urban,Yes,Mobile Internet,5,3,Yes,Public,Rural,Male,Yes,Computer
8419,Hons or Grater,24.0,Yes,No,No,Yes,Urban,Yes,Broadband,5,3,No,Public,Urban,Female,Yes,Computer
8420,Upto HSC,22.0,Yes,No,Yes,No,Rural,Yes,Mobile Internet,6,2,No,Public,Urban,Female,Yes,Mobile
8424,Hons or Grater,22.0,Yes,Yes,No,No,Urban,Yes,Broadband,6,4,Yes,Private,Urban,Female,Yes,Computer
8427,Hons or Grater,22.0,Yes,No,No,Yes,Urban,Yes,Broadband,6,4,No,Private,Urban,Female,Yes,Mobile
8428,Upto HSC,18.0,Yes,No,No,Yes,Urban,Yes,Mobile Internet,3,4,No,Public,Urban,Female,No,Computer
8429,Upto HSC,22.0,Yes,No,Yes,No,Urban,Yes,Mobile Internet,4,4,Yes,Public,Urban,Female,No,Computer
8431,Hons or Grater,24.0,Yes,No,Yes,No,Urban,Yes,Broadband,4,4,No,Private,Rural,Male,Yes,Computer
8432,Hons or Grater,26.0,Yes,Yes,No,No,Urban,No,Broadband,4,3,No,Public,Urban,Male,Yes,Computer
8433,Upto HSC,18.0,Yes,Yes,No,Yes,Rural,Yes,Mobile Internet,4,3,Yes,Private,Urban,Female,Yes,Computer
8434,Upto HSC,24.0,Yes,Yes,No,Yes,Urban,Yes,Mobile Internet,4,4,Yes,Private,Urban,Male,Yes,Mobile
8435,Hons or Grater,21.0,Yes,No,No,No,Urban,Yes,Mobile Internet,3,2,Yes,Private,Rural,Male,Yes,Computer
8436,Upto HSC,22.0,No,Yes,Yes,Yes,Urban,Yes,Mobile Internet,3,3,No,Private,Rural,Male,No,Computer
8442,Hons or Grater,24.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,5,3,No,Public,Urban,Male,Yes,Mobile
8444,Hons or Grater,23.0,No,Yes,Yes,No,Rural,No,Broadband,4,4,Yes,Public,Urban,Female,No,Computer
8445,Upto HSC,22.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,3,4,No,Public,Urban,Male,No,Mobile
8446,Hons or Grater,24.0,Yes,Yes,Yes,No,Urban,No,Broadband,5,3,No,Private,Rural,Female,No,Mobile
8448,Hons or Grater,24.0,No,Yes,Yes,No,Urban,Yes,Broadband,6,4,No,Public,Urban,Female,No,Computer
8449,Hons or Grater,21.0,Yes,Yes,Yes,No,Urban,Yes,Mobile Internet,6,3,No,Public,Urban,Male,Yes,Mobile
8450,Upto HSC,25.0,Yes,No,No,No,Rural,Yes,Broadband,5,2,No,Private,Rural,Female,No,Computer
8451,Hons or Grater,25.0,Yes,No,No,No,Rural,Yes,Mobile Internet,6,3,No,Public,Rural,Female,No,Computer
8452,Hons or Grater,22.0,Yes,No,No,No,Urban,Yes,Broadband,6,2,No,Private,Rural,Female,No,Computer
8453,Upto HSC,21.0,Yes,Yes,No,No,Urban,No,Mobile Internet,5,3,No,Private,Urban,Male,Yes,Mobile
8459,Upto HSC,19.0,Yes,No,No,No,Rural,Yes,Mobile Internet,4,3,No,Private,Urban,Female,No,Computer
8460,Hons or Grater,22.0,No,No,Yes,No,Rural,Yes,Mobile Internet,4,4,Yes,Private,Urban,Male,Yes,Mobile
8461,Upto HSC,26.0,Yes,No,Yes,No,Urban,Yes,Mobile Internet,5,3,Yes,Private,Rural,Male,Yes,Computer
8462,Upto HSC,26.0,No,No,Yes,No,Urban,Yes,Broadband,5,3,No,Private,Rural,Male,No,Computer
8463,Upto HSC,24.0,Yes,Yes,Yes,Yes,Rural,Yes,Broadband,4,3,No,Public,Rural,Male,Yes,Computer
8464,Hons or Grater,23.0,Yes,Yes,Yes,Yes,Urban,Yes,Broadband,5,4,Yes,Private,Rural,Male,No,Computer
8465,Hons or Grater,22.0,Yes,No,Yes,No,Urban,Yes,Broadband,5,2,No,Private,Urban,Male,Yes,Mobile
8467,Upto HSC,26.0,Yes,No,Yes,Yes,Urban,Yes,Mobile Internet,5,2,Yes,Private,Rural,Male,Yes,Computer
8469,Hons or Grater,25.0,Yes,No,Yes,Yes,Urban,Yes,Mobile Internet,4,3,Yes,Private,Urban,Male,Yes,Mobile
8470,Hons or Grater,21.0,Yes,No,No,No,Urban,Yes,Broadband,4,3,Yes,Public,Urban,Male,Yes,Computer
8471,Upto HSC,20.0,Yes,Yes,No,Yes,Urban,Yes,Mobile Internet,4,2,Yes,Private,Rural,Female,No,Mobile
8474,Upto HSC,22.0,Yes,Yes,No,Yes,Urban,No,Broadband,4,3,No,Public,Rural,Female,Yes,Computer
8476,Hons or Grater,25.0,Yes,No,No,No,Rural,Yes,Broadband,3,4,No,Private,Urban,Female,No,Computer
8477,Hons or Grater,21.0,Yes,Yes,No,Yes,Urban,Yes,Mobile Internet,5,2,Yes,Public,Rural,Male,No,Computer
8478,Upto HSC,22.0,Yes,Yes,Yes,No,Urban,Yes,Mobile Internet,5,3,No,Public,Rural,Female,No,Computer
8480,Hons or Grater,24.0,No,Yes,No,Yes,Rural,No,Mobile Internet,4,2,Yes,Private,Rural,Female,Yes,Mobile
8481,Hons or Grater,24.0,Yes,Yes,Yes,No,Urban,No,Mobile Internet,4,2,No,Private,Rural,Female,Yes,Computer
8482,Hons or Grater,25.0,Yes,Yes,Yes,Yes,Rural,Yes,Broadband,6,3,Yes,Private,Rural,Male,No,Computer
8483,Hons or Grater,26.0,Yes,No,No,Yes,Urban,Yes,Mobile Internet,6,3,Yes,Private,Rural,Male,Yes,Mobile
8486,Upto HSC,24.0,Yes,No,No,No,Urban,Yes,Mobile Internet,4,2,No,Public,Urban,Female,Yes,Computer
8489,Upto HSC,25.0,Yes,No,Yes,No,Urban,Yes,Mobile Internet,4,3,Yes,Public,Urban,Female,Yes,Computer
8490,Hons or Grater,26.0,No,Yes,No,No,Urban,No,Mobile Internet,6,3,No,Private,Urban,Female,Yes,Mobile
8491,Hons or Grater,24.0,Yes,No,Yes,Yes,Urban,Yes,Mobile Internet,6,2,No,Private,Urban,Female,Yes,Computer
8494,Hons or Grater,23.0,Yes,No,Yes,Yes,Urban,Yes,Mobile Internet,4,4,Yes,Private,Urban,Male,No,Computer
8495,Hons or Grater,22.0,Yes,Yes,Yes,Yes,Urban,Yes,Mobile Internet,6,2,No,Public,Urban,Male,Yes,Mobile
8496,Hons or Grater,26.0,Yes,Yes,No,No,Urban,Yes,Broadband,6,4,No,Private,Rural,Male,No,Computer
8497,Upto HSC,22.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,4,3,No,Private,Rural,Male,Yes,Mobile
8498,Hons or Grater,21.0,No,No,Yes,No,Urban,Yes,Broadband,4,3,Yes,Private,Rural,Male,No,Mobile
8500,Hons or Grater,22.0,Yes,No,Yes,Yes,Urban,Yes,Broadband,5,3,No,Private,Rural,Male,Yes,Computer
8502,Upto HSC,17.0,Yes,Yes,Yes,No,Urban,Yes,Mobile Internet,3,2,Yes,Public,Rural,Male,Yes,Mobile
8505,Hons or Grater,21.0,Yes,Yes,No,No,Urban,No,Broadband,5,3,No,Private,Urban,Male,No,Computer
8507,Hons or Grater,21.0,Yes,Yes,Yes,Yes,Urban,Yes,Broadband,3,3,Yes,Private,Rural,Female,No,Mobile
8508,Upto HSC,22.0,Yes,No,Yes,Yes,Urban,Yes,Mobile Internet,5,3,No,Public,Urban,Male,No,Mobile
8509,Hons or Grater,21.0,Yes,Yes,Yes,No,Rural,Yes,Mobile Internet,4,2,No,Private,Rural,Female,No,Computer
8510,Hons or Grater,23.0,Yes,Yes,No,Yes,Urban,Yes,Broadband,5,3,Yes,Private,Urban,Male,No,Mobile
8511,Upto HSC,18.0,Yes,No,Yes,No,Rural,Yes,Mobile Internet,3,4,No,Private,Rural,Female,No,Mobile
8512,Upto HSC,23.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,5,3,Yes,Private,Urban,Female,No,Computer
8520,Hons or Grater,23.0,No,No,No,No,Rural,Yes,Broadband,4,4,No,Private,Rural,Male,Yes,Computer
8521,Upto HSC,19.0,Yes,No,No,No,Urban,Yes,Mobile Internet,6,4,Yes,Private,Rural,Male,Yes,Mobile
8525,Upto HSC,24.0,Yes,Yes,No,Yes,Urban,Yes,Mobile Internet,5,3,Yes,Private,Urban,Female,Yes,Computer
8526,Hons or Grater,24.0,Yes,Yes,No,Yes,Rural,No,Broadband,6,3,Yes,Private,Rural,Male,Yes,Computer
8527,Hons or Grater,21.0,No,Yes,No,No,Urban,Yes,Broadband,5,3,Yes,Private,Urban,Male,Yes,Mobile
8530,Hons or Grater,21.0,Yes,Yes,Yes,No,Urban,Yes,Broadband,3,2,No,Private,Rural,Male,No,Computer
8531,Hons or Grater,21.0,Yes,Yes,Yes,No,Urban,No,Broadband,6,3,No,Private,Rural,Male,Yes,Mobile
8532,Hons or Grater,24.0,No,No,Yes,Yes,Urban,Yes,Mobile Internet,4,4,Yes,Private,Rural,Male,Yes,Mobile
8534,Hons or Grater,21.0,Yes,No,Yes,No,Urban,Yes,Broadband,5,4,No,Private,Rural,Female,No,Mobile
8536,Hons or Grater,25.0,Yes,No,No,Yes,Urban,Yes,Broadband,5,3,Yes,Private,Urban,Male,No,Computer
8537,Hons or Grater,25.0,Yes,Yes,Yes,No,Urban,Yes,Broadband,6,4,No,Public,Rural,Female,Yes,Mobile
8538,Hons or Grater,25.0,Yes,Yes,No,No,Rural,Yes,Broadband,4,3,No,Private,Urban,Male,No,Computer
8539,Upto HSC,25.0,Yes,Yes,No,No,Urban,Yes,Broadband,4,4,Yes,Private,Rural,Male,Yes,Computer
8540,Upto HSC,24.0,Yes,Yes,Yes,Yes,Urban,Yes,Mobile Internet,5,3,No,Private,Rural,Female,No,Mobile
8541,Upto HSC,25.0,Yes,No,No,Yes,Urban,Yes,Mobile Internet,4,4,Yes,Private,Rural,Female,Yes,Computer
8543,Upto HSC,26.0,Yes,Yes,No,Yes,Urban,Yes,Broadband,4,3,Yes,Private,Rural,Female,Yes,Computer
8546,Upto HSC,25.0,Yes,No,Yes,Yes,Rural,Yes,Broadband,5,3,Yes,Private,Rural,Male,Yes,Computer
8547,Hons or Grater,22.0,Yes,Yes,Yes,Yes,Urban,No,Mobile Internet,4,4,Yes,Private,Rural,Male,Yes,Computer
8548,Upto HSC,19.0,Yes,Yes,No,No,Urban,Yes,Broadband,6,3,No,Private,Rural,Female,No,Computer
8551,Hons or Grater,24.0,Yes,No,No,No,Urban,Yes,Broadband,5,4,Yes,Public,Rural,Male,Yes,Computer
8552,Hons or Grater,26.0,Yes,Yes,Yes,No,Rural,Yes,Broadband,4,3,No,Private,Urban,Female,No,Computer
8553,Hons or Grater,24.0,Yes,Yes,Yes,No,Urban,No,Broadband,4,3,No,Private,Urban,Female,Yes,Mobile
8557,Hons or Grater,25.0,Yes,No,No,No,Urban,Yes,Broadband,6,3,No,Public,Rural,Female,Yes,Computer
8558,Hons or Grater,26.0,No,Yes,Yes,Yes,Urban,Yes,Broadband,3,3,Yes,Private,Rural,Male,No,Mobile
8559,Upto HSC,23.0,Yes,No,No,No,Urban,Yes,Mobile Internet,6,4,No,Private,Urban,Male,Yes,Mobile
8560,Upto HSC,25.0,Yes,No,Yes,No,Urban,Yes,Broadband,4,3,No,Private,Urban,Male,Yes,Computer
8561,Upto HSC,22.0,No,Yes,No,No,Urban,Yes,Mobile Internet,5,3,No,Private,Rural,Female,Yes,Computer
8563,Hons or Grater,22.0,Yes,Yes,Yes,Yes,Rural,No,Mobile Internet,4,4,No,Private,Rural,Male,Yes,Mobile
8565,Hons or Grater,21.0,Yes,Yes,No,No,Urban,Yes,Broadband,5,3,Yes,Private,Urban,Female,Yes,Computer
8567,Hons or Grater,24.0,Yes,Yes,Yes,No,Urban,No,Broadband,4,3,No,Public,Urban,Female,Yes,Mobile
8569,Hons or Grater,21.0,Yes,No,No,No,Urban,Yes,Broadband,6,4,No,Private,Rural,Male,No,Computer
8570,Hons or Grater,21.0,Yes,No,Yes,No,Urban,Yes,Mobile Internet,3,2,Yes,Private,Rural,Female,Yes,Computer
8571,Hons or Grater,26.0,Yes,Yes,Yes,No,Urban,Yes,Mobile Internet,6,4,Yes,Private,Urban,Male,Yes,Computer
8572,Hons or Grater,25.0,Yes,Yes,Yes,Yes,Urban,Yes,Broadband,5,4,No,Private,Urban,Female,Yes,Computer
8573,Hons or Grater,24.0,Yes,Yes,Yes,No,Urban,Yes,Mobile Internet,3,3,No,Private,Urban,Male,Yes,Computer
8574,Hons or Grater,21.0,Yes,Yes,No,Yes,Rural,No,Broadband,3,2,No,Private,Rural,Female,Yes,Mobile
8575,Upto HSC,24.0,Yes,Yes,Yes,Yes,Rural,Yes,Mobile Internet,3,4,Yes,Private,Rural,Male,No,Computer
8576,Upto HSC,22.0,No,Yes,No,No,Urban,Yes,Mobile Internet,5,2,Yes,Private,Urban,Female,No,Computer
8578,Upto HSC,24.0,Yes,No,Yes,No,Urban,Yes,Broadband,5,3,No,Private,Rural,Male,Yes,Computer
8579,Hons or Grater,22.0,No,No,No,No,Urban,Yes,Mobile Internet,5,4,Yes,Private,Urban,Male,No,Mobile
8581,Hons or Grater,24.0,Yes,No,Yes,No,Urban,Yes,Broadband,5,2,No,Private,Rural,Female,Yes,Mobile
8583,Hons or Grater,24.0,Yes,Yes,Yes,No,Urban,No,Mobile Internet,5,2,No,Private,Urban,Male,Yes,Mobile
8584,Upto HSC,24.0,Yes,Yes,Yes,No,Urban,Yes,Broadband,3,3,No,Public,Rural,Male,No,Computer
8587,Hons or Grater,22.0,Yes,Yes,Yes,No,Rural,No,Mobile Internet,3,2,No,Public,Urban,Male,Yes,Mobile
8589,Hons or Grater,24.0,Yes,Yes,Yes,Yes,Urban,Yes,Broadband,3,2,No,Private,Urban,Male,Yes,Computer
8590,Upto HSC,24.0,Yes,Yes,No,No,Urban,Yes,Broadband,3,3,No,Private,Rural,Male,Yes,Computer
8591,Hons or Grater,22.0,Yes,Yes,No,No,Rural,Yes,Mobile Internet,3,3,Yes,Public,Urban,Female,Yes,Mobile
8592,Upto HSC,22.0,Yes,No,No,Yes,Urban,Yes,Broadband,4,3,Yes,Private,Urban,Male,Yes,Computer
8594,Hons or Grater,24.0,Yes,Yes,Yes,No,Urban,Yes,Mobile Internet,5,3,Yes,Private,Rural,Female,Yes,Computer
8595,Upto HSC,19.0,No,Yes,Yes,No,Urban,Yes,Mobile Internet,6,3,Yes,Public,Rural,Female,Yes,Computer
8597,Upto HSC,17.0,Yes,Yes,No,No,Urban,No,Mobile Internet,6,4,No,Private,Urban,Male,Yes,Computer
8600,Hons or Grater,21.0,Yes,No,Yes,No,Urban,Yes,Broadband,4,3,No,Private,Urban,Male,Yes,Mobile
8601,Hons or Grater,26.0,Yes,No,Yes,No,Rural,Yes,Mobile Internet,6,4,No,Private,Rural,Male,No,Computer
8604,Hons or Grater,26.0,Yes,No,No,No,Rural,Yes,Broadband,3,3,Yes,Private,Rural,Male,Yes,Computer
8607,Hons or Grater,26.0,Yes,No,Yes,Yes,Urban,Yes,Broadband,4,3,No,Private,Rural,Female,No,Computer
8608,Hons or Grater,21.0,No,Yes,No,No,Urban,No,Mobile Internet,5,4,Yes,Private,Urban,Male,Yes,Mobile
8610,Upto HSC,25.0,Yes,No,Yes,No,Urban,Yes,Broadband,6,3,Yes,Public,Urban,Female,Yes,Computer
8612,Hons or Grater,21.0,Yes,No,No,No,Urban,Yes,Broadband,6,3,Yes,Private,Rural,Male,Yes,Computer
8614,Upto HSC,20.0,Yes,Yes,No,No,Urban,Yes,Broadband,4,3,Yes,Private,Urban,Male,Yes,Computer
8615,Hons or Grater,24.0,Yes,Yes,Yes,No,Urban,Yes,Mobile Internet,5,3,Yes,Private,Rural,Female,Yes,Mobile
8616,Hons or Grater,21.0,No,No,No,No,Urban,Yes,Mobile Internet,4,3,No,Public,Urban,Male,No,Mobile
8617,Hons or Grater,21.0,Yes,Yes,Yes,No,Urban,Yes,Broadband,6,3,Yes,Private,Rural,Male,No,Computer
8619,Upto HSC,19.0,Yes,Yes,No,No,Urban,Yes,Broadband,5,3,No,Private,Urban,Male,Yes,Computer
8625,Upto HSC,24.0,Yes,Yes,Yes,Yes,Urban,Yes,Mobile Internet,6,3,No,Public,Urban,Female,Yes,Computer
8626,Hons or Grater,21.0,Yes,No,No,Yes,Rural,Yes,Mobile Internet,4,4,No,Private,Urban,Female,No,Mobile
8627,Hons or Grater,22.0,Yes,Yes,Yes,Yes,Urban,No,Mobile Internet,3,3,No,Private,Rural,Female,Yes,Mobile
8629,Hons or Grater,21.0,Yes,Yes,No,No,Rural,Yes,Broadband,4,4,Yes,Private,Urban,Female,No,Computer
8631,Hons or Grater,24.0,Yes,No,Yes,Yes,Rural,Yes,Mobile Internet,5,3,Yes,Private,Urban,Male,No,Mobile
8634,Hons or Grater,26.0,Yes,Yes,Yes,Yes,Urban,Yes,Broadband,4,4,Yes,Private,Rural,Female,Yes,Computer
8635,Upto HSC,24.0,No,Yes,Yes,No,Urban,No,Broadband,4,3,No,Private,Urban,Male,Yes,Computer
8637,Hons or Grater,24.0,Yes,Yes,No,No,Urban,Yes,Broadband,5,3,Yes,Private,Urban,Male,Yes,Mobile
8641,Upto HSC,24.0,Yes,Yes,No,Yes,Urban,Yes,Broadband,6,3,Yes,Private,Rural,Male,No,Mobile
8643,Upto HSC,25.0,No,No,Yes,Yes,Urban,Yes,Broadband,5,3,No,Private,Rural,Male,Yes,Mobile
8644,Hons or Grater,23.0,No,Yes,No,No,Urban,No,Broadband,5,3,Yes,Private,Rural,Male,Yes,Mobile
8645,Hons or Grater,25.0,Yes,Yes,No,No,Rural,Yes,Broadband,5,4,Yes,Private,Urban,Male,Yes,Computer
8646,Hons or Grater,23.0,Yes,No,Yes,Yes,Rural,Yes,Broadband,3,3,No,Private,Urban,Female,Yes,Mobile
8647,Hons or Grater,26.0,No,No,No,No,Urban,Yes,Broadband,3,2,No,Private,Urban,Female,Yes,Computer
8649,Hons or Grater,24.0,Yes,Yes,No,No,Urban,No,Broadband,4,3,No,Public,Rural,Male,Yes,Computer
8651,Hons or Grater,21.0,Yes,No,No,No,Urban,Yes,Mobile Internet,5,2,Yes,Public,Urban,Female,Yes,Computer
8652,Hons or Grater,25.0,No,No,Yes,Yes,Rural,Yes,Broadband,4,3,No,Private,Rural,Female,Yes,Computer
8655,Upto HSC,25.0,Yes,No,Yes,No,Rural,Yes,Broadband,4,4,No,Private,Urban,Male,Yes,Mobile
8656,Upto HSC,24.0,Yes,No,Yes,Yes,Rural,Yes,Mobile Internet,4,3,Yes,Public,Urban,Female,No,Mobile
8658,Hons or Grater,22.0,Yes,No,Yes,Yes,Rural,Yes,Broadband,6,3,Yes,Public,Rural,Male,No,Computer
8661,Hons or Grater,26.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,5,2,Yes,Public,Urban,Female,No,Mobile
8663,Hons or Grater,25.0,No,No,Yes,No,Urban,Yes,Broadband,3,4,Yes,Private,Rural,Male,Yes,Computer
8665,Hons or Grater,22.0,Yes,Yes,Yes,Yes,Urban,Yes,Broadband,5,3,No,Public,Urban,Male,Yes,Computer
8666,Hons or Grater,24.0,Yes,No,Yes,No,Urban,Yes,Broadband,3,3,Yes,Private,Urban,Male,Yes,Mobile
8667,Hons or Grater,26.0,Yes,Yes,Yes,Yes,Urban,Yes,Mobile Internet,5,2,No,Private,Urban,Male,No,Computer
8668,Hons or Grater,22.0,Yes,Yes,No,No,Urban,Yes,Broadband,4,3,No,Private,Rural,Male,Yes,Computer
8670,Upto HSC,25.0,Yes,Yes,No,Yes,Urban,Yes,Mobile Internet,3,4,Yes,Public,Urban,Male,Yes,Mobile
8673,Upto HSC,24.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,4,3,Yes,Public,Urban,Male,Yes,Computer
8675,Hons or Grater,22.0,Yes,No,Yes,No,Rural,Yes,Broadband,5,2,Yes,Private,Urban,Female,No,Computer
8677,Hons or Grater,24.0,Yes,Yes,Yes,No,Rural,Yes,Broadband,5,3,Yes,Public,Urban,Male,No,Computer
8678,Hons or Grater,21.0,Yes,No,Yes,No,Urban,Yes,Mobile Internet,5,2,No,Private,Rural,Male,No,Mobile
8679,Hons or Grater,24.0,Yes,Yes,No,No,Rural,Yes,Broadband,5,2,No,Private,Urban,Male,No,Mobile
8681,Hons or Grater,24.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,4,2,Yes,Private,Rural,Male,No,Mobile
8683,Hons or Grater,24.0,Yes,No,Yes,No,Urban,Yes,Mobile Internet,5,3,No,Private,Urban,Male,Yes,Computer
8685,Hons or Grater,22.0,Yes,Yes,Yes,No,Urban,Yes,Mobile Internet,4,2,No,Public,Urban,Female,No,Computer
8686,Upto HSC,24.0,Yes,Yes,Yes,No,Urban,No,Broadband,6,4,Yes,Private,Urban,Male,Yes,Computer
8688,Hons or Grater,22.0,Yes,Yes,No,No,Urban,Yes,Broadband,4,3,Yes,Private,Rural,Male,Yes,Computer
8691,Hons or Grater,24.0,Yes,Yes,Yes,No,Urban,Yes,Broadband,5,3,No,Private,Urban,Female,No,Computer
8693,Hons or Grater,26.0,Yes,No,Yes,Yes,Urban,Yes,Mobile Internet,4,4,Yes,Private,Urban,Female,Yes,Computer
8696,Hons or Grater,24.0,Yes,No,Yes,No,Urban,Yes,Mobile Internet,4,4,No,Private,Rural,Male,Yes,Mobile
8700,Upto HSC,21.0,Yes,Yes,No,Yes,Rural,Yes,Mobile Internet,5,3,No,Public,Rural,Male,Yes,Computer
8701,Upto HSC,23.0,No,Yes,No,Yes,Rural,Yes,Broadband,5,3,No,Public,Rural,Male,Yes,Computer
8702,Hons or Grater,22.0,No,Yes,Yes,No,Urban,Yes,Broadband,4,3,No,Private,Urban,Male,Yes,Mobile
8703,Hons or Grater,25.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,3,4,No,Private,Urban,Male,Yes,Computer
8705,Hons or Grater,24.0,Yes,No,No,No,Urban,Yes,Broadband,5,4,Yes,Private,Urban,Female,Yes,Mobile
8706,Upto HSC,18.0,No,Yes,Yes,No,Urban,Yes,Mobile Internet,5,3,No,Private,Rural,Male,Yes,Mobile
8707,Upto HSC,22.0,Yes,No,No,Yes,Urban,Yes,Mobile Internet,6,4,No,Public,Rural,Male,Yes,Mobile
8709,Hons or Grater,22.0,Yes,Yes,No,Yes,Urban,Yes,Broadband,4,4,Yes,Private,Urban,Male,Yes,Computer
8710,Hons or Grater,23.0,Yes,Yes,Yes,Yes,Urban,No,Mobile Internet,6,2,Yes,Public,Urban,Male,No,Computer
8713,Hons or Grater,23.0,Yes,Yes,Yes,Yes,Urban,Yes,Mobile Internet,4,3,Yes,Public,Rural,Male,No,Computer
8714,Hons or Grater,25.0,Yes,No,Yes,No,Urban,Yes,Mobile Internet,4,3,No,Public,Rural,Female,Yes,Mobile
8716,Hons or Grater,23.0,Yes,No,No,Yes,Urban,Yes,Broadband,5,3,No,Public,Rural,Female,Yes,Computer
8717,Hons or Grater,26.0,Yes,Yes,No,Yes,Urban,Yes,Mobile Internet,6,2,No,Private,Rural,Male,No,Mobile
8718,Hons or Grater,22.0,Yes,Yes,No,No,Urban,No,Mobile Internet,3,3,Yes,Private,Rural,Male,No,Computer
8720,Upto HSC,22.0,Yes,No,Yes,Yes,Urban,Yes,Mobile Internet,6,4,No,Public,Urban,Male,No,Computer
8722,Upto HSC,18.0,Yes,No,Yes,No,Urban,Yes,Mobile Internet,4,3,No,Private,Urban,Male,Yes,Computer
